FloorPlanId,Address,City,State,Zip,Size(sqf),HallwayType,OwnerId,Rate,,,,,,,,,
23,1501 W Bradley Ave,Peoria,IL,61625-0001,2337,terraced,22875,0,,,,,,,,,
18,1501 W Bradley Ave,Peoria,IL,61625-0001,644,terraced,22876,0,,,,,,,,,
36,1501 W Bradley Ave,Peoria,IL,61625-0001,914,terraced,22877,0,,,,,,,,,
23,1501 W Bradley Ave,Peoria,IL,61625-0001,914,terraced,22878,0,,,,,,,,,
22,1501 W Bradley Ave,Peoria,IL,61625-0001,644,terraced,22879,0,,,,,,,,,
24,"1600 North State Route 50, Room 522",Bourbonnais,IL,60914,914,terraced,22880,0,,,,,,,,,
27,"1600 North State Route 50, Room 522",Bourbonnais,IL,60914,355,terraced,22881,0,,,,,,,,,
26,"1600 North State Route 50, Room 522",Bourbonnais,IL,60914,644,terraced,22882,0,,,,,,,,,
3,9714 S Cicero,Oak Lawn,IL,60453,576,terraced,22883,0,,,,,,,,,
36,9012 South Commercial Avenue,Chicago,IL,60617,644,mixed,22884,0,,,,,,,,,
39,4269 S Archer Ave,Chicago,IL,60632-2549,914,mixed,22885,2.4,,,,,,,,,
1,5912 W Roosevelt,Chicago,IL,60639-4828,914,mixed,22886,3,,,,,,,,,
31,117 West Chicago Street,Elgin,IL,60120,868,terraced,22887,3.3,,,,,,,,,
31,2653 W. 63rd Street,Chicago,IL,60629,1387,terraced,22888,3,,,,,,,,,
15,15815 South Rob Roy Drive,Oak Forest,IL,60452,868,corridor,22889,2.8,,,,,,,,,
32,15815 South Rob Roy Drive,Oak Forest,IL,60452,1643,mixed,22890,3.4,,,,,,,,,
30,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,1387,mixed,22891,3.3,,,,,,,,,
7,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,1387,mixed,22892,2.8,,,,,,,,,
19,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,857,terraced,22893,3,,,,,,,,,
15,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,868,mixed,22894,2.7,,,,,,,,,
18,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,644,corridor,22895,3,,,,,,,,,
3,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,644,mixed,22896,3.2,,,,,,,,,
26,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,1160,mixed,22897,2.5,,,,,,,,,
22,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,1160,mixed,22898,3.1,,,,,,,,,
29,2400 Tom L. Wilson Boulevard,Galesburg,IL,61401,910,mixed,22899,3.2,,,,,,,,,
1,5416 South Cornell Avenue,Chicago,IL,60615,1334,corridor,22900,3,,,,,,,,,
5,5416 South Cornell Avenue,Chicago,IL,60615,1690,mixed,22901,2.9,,,,,,,,,
24,485 42nd Avenue,East Moline,IL,61244,1690,terraced,22902,3.4,,,,,,,,,
22,555 31st Street,Downers Grove,IL,60515-5514,1690,mixed,22903,3.2,,,,,,,,,
35,555 31st Street,Downers Grove,IL,60515-5514,1273,corridor,22904,2.7,,,,,,,,,
33,555 31st Street,Downers Grove,IL,60515-5514,1273,mixed,22905,3.9,,,,,,,,,
35,555 31st Street,Downers Grove,IL,60515-5514,914,terraced,22906,3.7,,,,,,,,,
12,555 31st Street,Downers Grove,IL,60515-5514,644,terraced,22907,3.7,,,,,,,,,
31,555 31st Street,Downers Grove,IL,60515-5514,743,terraced,22908,3.6,,,,,,,,,
1,555 31st Street,Downers Grove,IL,60515-5514,914,terraced,22909,3.8,,,,,,,,,
26,555 31st Street,Downers Grove,IL,60515-5514,1394,terraced,22910,3.7,,,,,,,,,
6,555 31st Street,Downers Grove,IL,60515-5514,914,terraced,22911,3.6,,,,,,,,,
18,555 31st Street,Downers Grove,IL,60515-5514,576,terraced,22912,3.8,,,,,,,,,
33,555 31st Street,Downers Grove,IL,60515-5514,743,terraced,22913,0,,,,,,,,,
22,555 31st Street,Downers Grove,IL,60515-5514,1451,terraced,22914,0,,,,,,,,,
27,555 31st Street,Downers Grove,IL,60515-5514,914,corridor,22915,0,,,,,,,,,
21,555 31st Street,Downers Grove,IL,60515-5514,1167,terraced,22916,0,,,,,,,,,
24,555 31st Street,Downers Grove,IL,60515-5514,644,terraced,22917,2.1,,,,,,,,,
13,555 31st Street,Downers Grove,IL,60515-5514,576,corridor,22918,2.1,,,,,,,,,
13,555 31st Street,Downers Grove,IL,60515-5514,644,terraced,22919,4.4,,,,,,,,,
22,555 31st Street,Downers Grove,IL,60515-5514,914,mixed,22920,4.2,,,,,,,,,
34,555 31st Street,Downers Grove,IL,60515-5514,743,corridor,22921,4.1,,,,,,,,,
7,555 31st Street,Downers Grove,IL,60515-5514,1451,mixed,22922,3.3,,,,,,,,,
19,555 31st Street,Downers Grove,IL,60515-5514,355,mixed,22923,3.8,,,,,,,,,
5,555 31st Street,Downers Grove,IL,60515-5514,1761,mixed,22924,3.7,,,,,,,,,
10,555 31st Street,Downers Grove,IL,60515-5514,914,mixed,22925,4,,,,,,,,,
31,555 31st Street,Downers Grove,IL,60515-5514,914,mixed,22926,4.1,,,,,,,,,
28,555 31st Street,Downers Grove,IL,60515-5514,576,terraced,22927,4.1,,,,,,,,,
10,"11 E Adams Street, 2nd Floor",Chicago,IL,60603-6301,914,mixed,22928,4.1,,,,,,,,,
16,2245 West Jackson Boulevard,Chicago,IL,60612,1519,corridor,22929,2.9,,,,,,,,,
19,9501 South King Drive,Chicago,IL,60628,903,corridor,22930,3,,,,,,,,,
31,9501 South King Drive,Chicago,IL,60628,1377,terraced,22931,3,,,,,,,,,
7,9501 South King Drive,Chicago,IL,60628,903,corridor,22932,2.6,,,,,,,,,
32,9501 South King Drive,Chicago,IL,60628,1643,corridor,22933,3.3,,,,,,,,,
36,9501 South King Drive,Chicago,IL,60628,1387,mixed,22934,2.8,,,,,,,,,
27,9501 South King Drive,Chicago,IL,60628,910,mixed,22935,3.1,,,,,,,,,
6,9501 South King Drive,Chicago,IL,60628,1160,mixed,22936,3.2,,,,,,,,,
23,9501 South King Drive,Chicago,IL,60628,910,mixed,22937,3,,,,,,,,,
9,9501 South King Drive,Chicago,IL,60628,587,corridor,22938,3,,,,,,,,,
1,9501 South King Drive,Chicago,IL,60628,1334,mixed,22939,3.2,,,,,,,,,
38,9501 South King Drive,Chicago,IL,60628,1690,terraced,22940,3.5,,,,,,,,,
35,9501 South King Drive,Chicago,IL,60628,508,terraced,22941,0,,,,,,,,,
11,9501 South King Drive,Chicago,IL,60628,1437,terraced,22942,0,,,,,,,,,
37,9501 South King Drive,Chicago,IL,60628,743,terraced,22943,0,,,,,,,,,
27,9501 South King Drive,Chicago,IL,60628,576,terraced,22944,0,,,,,,,,,
20,9501 South King Drive,Chicago,IL,60628,644,terraced,22945,0,,,,,,,,,
7,9501 South King Drive,Chicago,IL,60628,644,mixed,22946,0,,,,,,,,,
15,9501 South King Drive,Chicago,IL,60628,914,mixed,22947,0,,,,,,,,,
21,9501 South King Drive,Chicago,IL,60628,743,terraced,22948,0,,,,,,,,,
15,9501 South King Drive,Chicago,IL,60628,1451,terraced,22949,0,,,,,,,,,
18,1407 E. 60th Street,Chicago,IL,60637,1394,terraced,22950,0,,,,,,,,,
38,1407 E. 60th Street,Chicago,IL,60637,644,terraced,22951,0,,,,,,,,,
34,5801 S Ellis Ave,Chicago,IL,60637,355,terraced,22952,0,,,,,,,,,
13,5801 S Ellis Ave,Chicago,IL,60637,355,terraced,22953,0,,,,,,,,,
34,5801 S Ellis Ave,Chicago,IL,60637,829,terraced,22954,2.4,,,,,,,,,
29,5801 S Ellis Ave,Chicago,IL,60637,640,terraced,22955,3.2,,,,,,,,,
31,5801 S Ellis Ave,Chicago,IL,60637,640,mixed,22956,3.2,,,,,,,,,
30,5801 S Ellis Ave,Chicago,IL,60637,914,corridor,22957,2.7,,,,,,,,,
2,6301 South Halsted Street,Chicago,IL,60621,743,mixed,22958,3.3,,,,,,,,,
32,6301 South Halsted Street,Chicago,IL,60621,743,mixed,22959,3.7,,,,,,,,,
34,6301 South Halsted Street,Chicago,IL,60621,644,mixed,22960,3.8,,,,,,,,,
22,6301 South Halsted Street,Chicago,IL,60621,355,mixed,22961,0,,,,,,,,,
12,6301 South Halsted Street,Chicago,IL,60621,914,corridor,22962,0,,,,,,,,,
24,6301 South Halsted Street,Chicago,IL,60621,914,mixed,22963,0,,,,,,,,,
2,6301 South Halsted Street,Chicago,IL,60621,1313,mixed,22964,0,,,,,,,,,
19,1900 W. Jackson,Chicago,IL,60612-3197,1643,mixed,22965,0,,,,,,,,,
5,1900 W. Jackson,Chicago,IL,60612-3197,914,mixed,22966,0,,,,,,,,,
27,1900 W. Jackson,Chicago,IL,60612-3197,857,terraced,22967,0,,,,,,,,,
27,1900 W. Jackson,Chicago,IL,60612-3197,868,mixed,22968,2.6,,,,,,,,,
38,1900 W. Jackson,Chicago,IL,60612-3197,558,mixed,22969,3.2,,,,,,,,,
33,1900 W. Jackson,Chicago,IL,60612-3197,644,terraced,22970,3.4,,,,,,,,,
29,10001 S Woodlawn Ave,Chicago,IL,60628-1696,910,terraced,22971,3.2,,,,,,,,,
36,1145 W Wilson Ave.,Chicago,IL,60640-6063,910,terraced,22972,2.7,,,,,,,,,
28,1145 W Wilson Ave.,Chicago,IL,60640-6063,811,terraced,22973,3.2,,,,,,,,,
22,7500 S Pulaski Rd,Chicago,IL,60652-1299,1690,terraced,22974,3.3,,,,,,,,,
9,7500 S Pulaski Rd,Chicago,IL,60652-1299,1483,corridor,22975,3.1,,,,,,,,,
8,7500 S Pulaski Rd,Chicago,IL,60652-1299,1483,terraced,22976,2.6,,,,,,,,,
35,30 E Lake St,Chicago,IL,60601-2449,818,terraced,22977,3.2,,,,,,,,,
1,30 E Lake St,Chicago,IL,60601-2449,914,terraced,22978,3.4,,,,,,,,,
17,4300 N Narragansett Avenue,Chicago,IL,60634,914,terraced,22979,3.3,,,,,,,,,
14,4300 N Narragansett Avenue,Chicago,IL,60634,355,mixed,22980,3,,,,,,,,,
19,4300 N Narragansett Avenue,Chicago,IL,60634,914,mixed,22981,3.2,,,,,,,,,
39,4300 N Narragansett Avenue,Chicago,IL,60634,914,mixed,22982,3.3,,,,,,,,,
29,600 South Michigan Avenue,Chicago,IL,60605-1996,1448,mixed,22983,3.1,,,,,,,,,
33,7400 Augusta,River Forest,IL,60305-1499,644,terraced,22984,3.3,,,,,,,,,
36,7400 Augusta,River Forest,IL,60305-1499,355,terraced,22985,3.3,,,,,,,,,
29,7400 Augusta,River Forest,IL,60305-1499,644,terraced,22986,2.9,,,,,,,,,
17,7400 Augusta,River Forest,IL,60305-1499,1288,terraced,22987,3,,,,,,,,,
15,7400 Augusta,River Forest,IL,60305-1499,914,terraced,22988,3.2,,,,,,,,,
10,7400 Augusta,River Forest,IL,60305-1499,914,terraced,22989,3.4,,,,,,,,,
8,7400 Augusta,River Forest,IL,60305-1499,1394,terraced,22990,2.5,,,,,,,,,
8,7400 Augusta,River Forest,IL,60305-1499,644,terraced,22991,3,,,,,,,,,
13,7400 Augusta,River Forest,IL,60305-1499,914,terraced,22992,3,,,,,,,,,
19,7400 Augusta,River Forest,IL,60305-1499,1643,corridor,22993,2.6,,,,,,,,,
22,7400 Augusta,River Forest,IL,60305-1499,1377,corridor,22994,3.1,,,,,,,,,
33,7400 Augusta,River Forest,IL,60305-1499,868,terraced,22995,3,,,,,,,,,
24,7400 Augusta,River Forest,IL,60305-1499,1377,terraced,22996,3.4,,,,,,,,,
16,7400 Augusta,River Forest,IL,60305-1499,1131,terraced,22997,4.7,,,,,,,,,
7,7400 Augusta,River Forest,IL,60305-1499,871,terraced,22998,3.7,,,,,,,,,
30,7400 Augusta,River Forest,IL,60305-1499,1643,mixed,22999,3.9,,,,,,,,,
31,7400 Augusta,River Forest,IL,60305-1499,868,corridor,23000,3.5,,,,,,,,,
18,7400 Augusta,River Forest,IL,60305-1499,868,corridor,23001,3.7,,,,,,,,,
35,7400 Augusta,River Forest,IL,60305-1499,1313,mixed,23002,3.5,,,,,,,,,
33,7400 Augusta,River Forest,IL,60305-1499,558,mixed,23003,3.6,,,,,,,,,
23,7400 Augusta,River Forest,IL,60305-1499,914,corridor,23004,3.8,,,,,,,,,
17,7400 Augusta,River Forest,IL,60305-1499,914,mixed,23005,3.5,,,,,,,,,
4,7400 Augusta,River Forest,IL,60305-1499,558,corridor,23006,3.8,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,910,mixed,23007,3.6,,,,,,,,,
6,7400 Augusta,River Forest,IL,60305-1499,910,corridor,23008,3.9,,,,,,,,,
34,7400 Augusta,River Forest,IL,60305-1499,1444,mixed,23009,3.9,,,,,,,,,
21,7400 Augusta,River Forest,IL,60305-1499,1444,mixed,23010,3.6,,,,,,,,,
22,7400 Augusta,River Forest,IL,60305-1499,1334,mixed,23011,3.9,,,,,,,,,
33,7400 Augusta,River Forest,IL,60305-1499,1690,mixed,23012,3.9,,,,,,,,,
28,7400 Augusta,River Forest,IL,60305-1499,1690,mixed,23013,3.5,,,,,,,,,
33,7400 Augusta,River Forest,IL,60305-1499,1334,terraced,23014,3.7,,,,,,,,,
22,7400 Augusta,River Forest,IL,60305-1499,1690,mixed,23015,3.5,,,,,,,,,
17,7400 Augusta,River Forest,IL,60305-1499,451,mixed,23016,3.9,,,,,,,,,
20,7400 Augusta,River Forest,IL,60305-1499,508,mixed,23017,3.6,,,,,,,,,
14,7400 Augusta,River Forest,IL,60305-1499,818,mixed,23018,3.9,,,,,,,,,
4,7400 Augusta,River Forest,IL,60305-1499,818,mixed,23019,3.6,,,,,,,,,
26,7400 Augusta,River Forest,IL,60305-1499,818,mixed,23020,3.7,,,,,,,,,
15,7400 Augusta,River Forest,IL,60305-1499,818,mixed,23021,3.6,,,,,,,,,
21,7400 Augusta,River Forest,IL,60305-1499,914,mixed,23022,3.7,,,,,,,,,
23,7400 Augusta,River Forest,IL,60305-1499,576,terraced,23023,3.9,,,,,,,,,
10,7400 Augusta,River Forest,IL,60305-1499,576,terraced,23024,3.9,,,,,,,,,
25,7400 Augusta,River Forest,IL,60305-1499,914,terraced,23025,3.7,,,,,,,,,
30,7400 Augusta,River Forest,IL,60305-1499,644,terraced,23026,3.6,,,,,,,,,
17,7400 Augusta,River Forest,IL,60305-1499,640,terraced,23027,3.9,,,,,,,,,
2,7400 Augusta,River Forest,IL,60305-1499,644,terraced,23028,3.6,,,,,,,,,
24,7400 Augusta,River Forest,IL,60305-1499,355,terraced,23029,3.7,,,,,,,,,
1,7400 Augusta,River Forest,IL,60305-1499,644,terraced,23030,0,,,,,,,,,
11,7400 Augusta,River Forest,IL,60305-1499,640,corridor,23031,2.3,,,,,,,,,
19,7400 Augusta,River Forest,IL,60305-1499,914,terraced,23032,2.2,,,,,,,,,
20,7400 Augusta,River Forest,IL,60305-1499,743,terraced,23033,4.2,,,,,,,,,
35,7400 Augusta,River Forest,IL,60305-1499,914,terraced,23034,4.1,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,914,corridor,23035,4.4,,,,,,,,,
2,7400 Augusta,River Forest,IL,60305-1499,914,terraced,23036,4,,,,,,,,,
13,7400 Augusta,River Forest,IL,60305-1499,1167,corridor,23037,4.1,,,,,,,,,
5,7400 Augusta,River Forest,IL,60305-1499,1448,corridor,23038,4,,,,,,,,,
21,7400 Augusta,River Forest,IL,60305-1499,914,corridor,23039,4,,,,,,,,,
9,7400 Augusta,River Forest,IL,60305-1499,914,terraced,23040,4,,,,,,,,,
10,7400 Augusta,River Forest,IL,60305-1499,644,mixed,23041,4.2,,,,,,,,,
23,7400 Augusta,River Forest,IL,60305-1499,743,mixed,23042,4.2,,,,,,,,,
1,7400 Augusta,River Forest,IL,60305-1499,644,corridor,23043,4,,,,,,,,,
9,7400 Augusta,River Forest,IL,60305-1499,743,terraced,23044,4.2,,,,,,,,,
26,7400 Augusta,River Forest,IL,60305-1499,644,mixed,23045,4.1,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,1313,mixed,23046,4.1,,,,,,,,,
29,7400 Augusta,River Forest,IL,60305-1499,903,terraced,23047,2.9,,,,,,,,,
2,7400 Augusta,River Forest,IL,60305-1499,868,terraced,23048,3.1,,,,,,,,,
16,7400 Augusta,River Forest,IL,60305-1499,914,terraced,23049,3.1,,,,,,,,,
25,7400 Augusta,River Forest,IL,60305-1499,868,terraced,23050,3.4,,,,,,,,,
30,7400 Augusta,River Forest,IL,60305-1499,1643,terraced,23051,3.2,,,,,,,,,
8,7400 Augusta,River Forest,IL,60305-1499,814,terraced,23052,2.6,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,910,terraced,23053,3.4,,,,,,,,,
13,7400 Augusta,River Forest,IL,60305-1499,587,corridor,23054,2.9,,,,,,,,,
7,7400 Augusta,River Forest,IL,60305-1499,1334,terraced,23055,2.5,,,,,,,,,
16,7400 Augusta,River Forest,IL,60305-1499,1690,terraced,23056,3.6,,,,,,,,,
33,7400 Augusta,River Forest,IL,60305-1499,1690,terraced,23057,3.6,,,,,,,,,
38,7400 Augusta,River Forest,IL,60305-1499,910,terraced,23058,3.7,,,,,,,,,
4,7400 Augusta,River Forest,IL,60305-1499,1437,corridor,23059,3.9,,,,,,,,,
20,7400 Augusta,River Forest,IL,60305-1499,355,corridor,23060,0,,,,,,,,,
36,7400 Augusta,River Forest,IL,60305-1499,355,mixed,23061,0,,,,,,,,,
34,7400 Augusta,River Forest,IL,60305-1499,576,mixed,23062,3.1,,,,,,,,,
13,7400 Augusta,River Forest,IL,60305-1499,1394,mixed,23063,3.4,,,,,,,,,
26,7400 Augusta,River Forest,IL,60305-1499,644,mixed,23064,3.4,,,,,,,,,
35,7400 Augusta,River Forest,IL,60305-1499,1451,mixed,23065,3.4,,,,,,,,,
11,7400 Augusta,River Forest,IL,60305-1499,355,mixed,23066,3.4,,,,,,,,,
5,7400 Augusta,River Forest,IL,60305-1499,914,mixed,23067,4.7,,,,,,,,,
27,7400 Augusta,River Forest,IL,60305-1499,914,mixed,23068,3.6,,,,,,,,,
19,7400 Augusta,River Forest,IL,60305-1499,914,mixed,23069,3.9,,,,,,,,,
17,7400 Augusta,River Forest,IL,60305-1499,868,mixed,23070,3.8,,,,,,,,,
10,7400 Augusta,River Forest,IL,60305-1499,868,mixed,23071,3.6,,,,,,,,,
21,7400 Augusta,River Forest,IL,60305-1499,1796,mixed,23072,3.5,,,,,,,,,
17,7400 Augusta,River Forest,IL,60305-1499,1643,mixed,23073,3.9,,,,,,,,,
19,7400 Augusta,River Forest,IL,60305-1499,1131,mixed,23074,3.8,,,,,,,,,
33,7400 Augusta,River Forest,IL,60305-1499,1160,mixed,23075,3.7,,,,,,,,,
34,7400 Augusta,River Forest,IL,60305-1499,910,mixed,23076,3.9,,,,,,,,,
3,7400 Augusta,River Forest,IL,60305-1499,587,mixed,23077,3.9,,,,,,,,,
25,7400 Augusta,River Forest,IL,60305-1499,1334,mixed,23078,3.7,,,,,,,,,
38,7400 Augusta,River Forest,IL,60305-1499,1483,mixed,23079,3.6,,,,,,,,,
14,7400 Augusta,River Forest,IL,60305-1499,1483,mixed,23080,2.2,,,,,,,,,
36,7400 Augusta,River Forest,IL,60305-1499,1690,mixed,23081,4.3,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,508,mixed,23082,4.2,,,,,,,,,
6,7400 Augusta,River Forest,IL,60305-1499,508,mixed,23083,4,,,,,,,,,
26,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23084,4,,,,,,,,,
23,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23085,4,,,,,,,,,
29,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23086,4,,,,,,,,,
24,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23087,4.2,,,,,,,,,
5,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23088,2.8,,,,,,,,,
10,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23089,3.1,,,,,,,,,
27,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23090,2.9,,,,,,,,,
24,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23091,2.9,,,,,,,,,
36,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23092,2.7,,,,,,,,,
16,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23093,3.1,,,,,,,,,
24,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23094,3,,,,,,,,,
15,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23095,2.8,,,,,,,,,
28,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23096,2.9,,,,,,,,,
17,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23097,3,,,,,,,,,
29,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23098,2.9,,,,,,,,,
18,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23099,3,,,,,,,,,
11,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23100,3.3,,,,,,,,,
8,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23101,2.8,,,,,,,,,
28,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23102,2.9,,,,,,,,,
12,7400 Augusta,River Forest,IL,60305-1499,572,terraced,23103,3.1,,,,,,,,,
15,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23104,3,,,,,,,,,
3,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23105,3.2,,,,,,,,,
16,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23106,3.3,,,,,,,,,
11,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23107,3.3,,,,,,,,,
3,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23108,3.3,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23109,3.3,,,,,,,,,
30,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23110,3.4,,,,,,,,,
6,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23111,3,,,,,,,,,
2,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23112,2.7,,,,,,,,,
15,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23113,2.8,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23114,2.8,,,,,,,,,
13,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23115,3.1,,,,,,,,,
28,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23116,2.8,,,,,,,,,
1,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23117,2.7,,,,,,,,,
36,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23118,3,,,,,,,,,
1,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23119,2.8,,,,,,,,,
35,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23120,2.9,,,,,,,,,
10,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23121,3.1,,,,,,,,,
36,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23122,3.2,,,,,,,,,
15,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23123,3,,,,,,,,,
3,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23124,2.9,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23125,2.7,,,,,,,,,
29,7400 Augusta,River Forest,IL,60305-1499,1419,mixed,23126,2.9,,,,,,,,,
32,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23127,3.1,,,,,,,,,
29,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23128,3.5,,,,,,,,,
8,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23129,0,,,,,,,,,
1,7400 Augusta,River Forest,IL,60305-1499,572,mixed,23130,0,,,,,,,,,
1,361 West Chestnut,Chicago,IL,60610,572,mixed,23131,0,,,,,,,,,
1,361 West Chestnut,Chicago,IL,60610,572,terraced,23132,0,,,,,,,,,
34,330 North Green Street,Chicago,IL,60607-1300,572,mixed,23133,0,,,,,,,,,
35,330 North Green Street,Chicago,IL,60607-1300,572,mixed,23134,0,,,,,,,,,
34,2000 E. Main St.,Danville,IL,61832,572,mixed,23135,0,,,,,,,,,
26,2000 E. Main St.,Danville,IL,61832,572,mixed,23136,0,,,,,,,,,
16,2000 E. Main St.,Danville,IL,61832,572,mixed,23137,0,,,,,,,,,
17,2000 E. Main St.,Danville,IL,61832,572,mixed,23138,0,,,,,,,,,
37,2000 E. Main St.,Danville,IL,61832,572,mixed,23139,0,,,,,,,,,
20,2500 Georgetown Rd,Danville,IL,61832,572,mixed,23140,0,,,,,,,,,
39,2500 Georgetown Rd,Danville,IL,61832,572,mixed,23141,0,,,,,,,,,
13,2500 Georgetown Rd,Danville,IL,61832,572,mixed,23142,0,,,,,,,,,
32,2701 State Street,East Saint Louis,IL,62205,572,mixed,23143,0,,,,,,,,,
27,2701 State Street,East Saint Louis,IL,62205,572,mixed,23144,0,,,,,,,,,
24,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23145,0,,,,,,,,,
3,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23146,0,,,,,,,,,
23,1 East Jackson Blvd.,Chicago,IL,60604,914,mixed,23147,0,,,,,,,,,
1,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23148,0,,,,,,,,,
39,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23149,0,,,,,,,,,
15,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23150,0,,,,,,,,,
16,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23151,0,,,,,,,,,
20,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23152,0,,,,,,,,,
38,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23153,0,,,,,,,,,
17,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23154,0,,,,,,,,,
17,1 East Jackson Blvd.,Chicago,IL,60604,914,mixed,23155,0,,,,,,,,,
23,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23156,0,,,,,,,,,
17,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23157,0,,,,,,,,,
22,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23158,0,,,,,,,,,
27,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23159,0,,,,,,,,,
12,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23160,0,,,,,,,,,
31,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23161,0,,,,,,,,,
37,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23162,0,,,,,,,,,
35,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23163,0,,,,,,,,,
19,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23164,0,,,,,,,,,
39,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23165,0,,,,,,,,,
7,1 East Jackson Blvd.,Chicago,IL,60604,572,mixed,23166,0,,,,,,,,,
9,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23167,0,,,,,,,,,
15,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23168,0,,,,,,,,,
4,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23169,0,,,,,,,,,
6,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23170,0,,,,,,,,,
28,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23171,0,,,,,,,,,
25,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23172,0,,,,,,,,,
38,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23173,0,,,,,,,,,
5,One Tower Lane,Oakbrook Terrace,IL,60181-4264,572,mixed,23174,0,,,,,,,,,
