ApartmentId,RoomType,ShareBath,FloorType,
1098,Guest Bedroom,0,Other,
9432,Guest Bedroom,1,HardWood,
1886,Other,1,Carpet,
516,Master Bedroom,1,Carpet,
11539,Master Bedroom,0,Laminate,
6745,Master Bedroom,0,Laminate,
8594,Master Bedroom,1,Carpet,
8118,Guest Bedroom,0,HardWood,
7130,Guest Bedroom,1,Other,
5761,Master Bedroom,1,HardWood,
2345,Guest Bedroom,1,Laminate,
1026,Other,1,Carpet,
10758,Guest Bedroom,0,Other,
3777,Master Bedroom,0,Carpet,
10465,Other,0,Other,
440,Master Bedroom,0,Laminate,
11005,Guest Bedroom,1,Carpet,
6505,Other,1,Carpet,
4601,Other,0,Carpet,
8152,Other,1,HardWood,
1182,Other,0,Carpet,
9699,Other,1,Carpet,
10922,Master Bedroom,0,HardWood,
7093,Guest Bedroom,0,HardWood,
6786,Other,1,Other,
2735,Master Bedroom,1,Other,
1680,Other,1,HardWood,
9372,Guest Bedroom,1,Laminate,
2946,Other,0,Laminate,
5300,Master Bedroom,0,HardWood,
9177,Master Bedroom,1,HardWood,
9214,Other,1,Carpet,
5467,Guest Bedroom,0,Other,
6694,Other,1,Laminate,
987,Other,1,Laminate,
6906,Master Bedroom,1,Carpet,
11229,Guest Bedroom,0,Carpet,
8456,Master Bedroom,1,Laminate,
1663,Guest Bedroom,1,HardWood,
1934,Guest Bedroom,1,Other,
5080,Master Bedroom,1,Other,
1361,Guest Bedroom,1,HardWood,
6500,Master Bedroom,0,Other,
9748,Master Bedroom,0,Carpet,
2149,Other,1,HardWood,
9285,Master Bedroom,0,Laminate,
7623,Master Bedroom,0,Laminate,
3372,Master Bedroom,0,Carpet,
6587,Other,0,HardWood,
9762,Other,0,HardWood,
9603,Other,0,Other,
11279,Master Bedroom,0,Carpet,
921,Guest Bedroom,0,Laminate,
4337,Other,1,Laminate,
6562,Guest Bedroom,0,HardWood,
6555,Master Bedroom,1,HardWood,
1016,Guest Bedroom,1,Other,
388,Other,0,Carpet,
2243,Other,1,Laminate,
114,Guest Bedroom,0,Carpet,
10200,Other,0,Laminate,
1470,Guest Bedroom,0,Carpet,
4238,Guest Bedroom,1,Laminate,
9099,Master Bedroom,1,Carpet,
7589,Other,1,Carpet,
8932,Other,0,HardWood,
8862,Master Bedroom,0,HardWood,
409,Other,1,Laminate,
11528,Other,0,HardWood,
7466,Other,0,Other,
8703,Master Bedroom,0,HardWood,
4434,Other,1,Laminate,
5429,Other,1,HardWood,
7666,Guest Bedroom,1,Other,
4891,Master Bedroom,0,Other,
4929,Guest Bedroom,1,Carpet,
2754,Master Bedroom,0,HardWood,
5059,Other,1,Laminate,
6639,Guest Bedroom,0,Carpet,
6342,Master Bedroom,1,Other,
8205,Guest Bedroom,1,Laminate,
728,Master Bedroom,1,Other,
6395,Guest Bedroom,0,Other,
10818,Guest Bedroom,1,Other,
4152,Guest Bedroom,0,Carpet,
9769,Other,1,Other,
2305,Other,1,Carpet,
10480,Other,1,Other,
1279,Other,1,Carpet,
7263,Guest Bedroom,0,Carpet,
9171,Other,0,Other,
711,Guest Bedroom,0,Laminate,
3935,Master Bedroom,0,HardWood,
6495,Guest Bedroom,0,Other,
5946,Guest Bedroom,0,Other,
3186,Guest Bedroom,1,Carpet,
5053,Master Bedroom,1,Other,
7449,Master Bedroom,0,HardWood,
5434,Other,1,Carpet,
412,Master Bedroom,1,Other,
6345,Master Bedroom,1,Laminate,
8748,Other,0,Other,
1819,Guest Bedroom,1,Carpet,
4046,Master Bedroom,0,Carpet,
1772,Master Bedroom,0,Carpet,
10753,Master Bedroom,1,HardWood,
11211,Other,0,HardWood,
4903,Other,0,Laminate,
6561,Master Bedroom,1,Other,
2357,Master Bedroom,0,Carpet,
8590,Guest Bedroom,0,Carpet,
9302,Other,0,HardWood,
11200,Guest Bedroom,0,Laminate,
8546,Other,0,Carpet,
7534,Master Bedroom,0,Other,
9566,Master Bedroom,1,Laminate,
6254,Master Bedroom,0,Carpet,
10565,Other,0,Other,
7023,Master Bedroom,0,Carpet,
3277,Guest Bedroom,0,HardWood,
4654,Other,1,Carpet,
6368,Other,0,Carpet,
11190,Master Bedroom,0,Carpet,
8866,Other,1,Laminate,
2757,Guest Bedroom,1,Carpet,
7757,Other,0,Laminate,
9993,Master Bedroom,1,Other,
8701,Guest Bedroom,1,Laminate,
1703,Other,0,Other,
1859,Other,0,Other,
4707,Master Bedroom,0,Carpet,
8988,Master Bedroom,1,Carpet,
3270,Other,1,Other,
9501,Guest Bedroom,0,Carpet,
10083,Other,1,Laminate,
3949,Guest Bedroom,1,Laminate,
8081,Other,1,HardWood,
1525,Guest Bedroom,0,HardWood,
2348,Other,1,HardWood,
8356,Master Bedroom,0,Other,
4166,Other,1,Laminate,
6763,Master Bedroom,0,Laminate,
5595,Other,0,HardWood,
6770,Guest Bedroom,1,Laminate,
11377,Master Bedroom,1,Carpet,
401,Master Bedroom,1,Other,
6659,Guest Bedroom,0,Other,
11505,Other,0,Laminate,
5124,Master Bedroom,0,Other,
3991,Guest Bedroom,1,HardWood,
10363,Other,1,Carpet,
5663,Master Bedroom,0,Carpet,
9858,Guest Bedroom,1,Other,
5757,Master Bedroom,1,Other,
4280,Other,1,HardWood,
1522,Master Bedroom,1,Carpet,
6168,Guest Bedroom,1,HardWood,
9064,Guest Bedroom,0,HardWood,
476,Other,1,Carpet,
6860,Guest Bedroom,1,HardWood,
2526,Master Bedroom,1,HardWood,
10378,Master Bedroom,1,Carpet,
5207,Other,1,Laminate,
2292,Other,1,Carpet,
9969,Other,1,Laminate,
4436,Guest Bedroom,1,Laminate,
5627,Other,1,Carpet,
7913,Master Bedroom,0,Laminate,
7308,Guest Bedroom,1,Carpet,
8754,Master Bedroom,0,Other,
11269,Guest Bedroom,1,HardWood,
4537,Master Bedroom,1,Other,
9564,Master Bedroom,1,Carpet,
9646,Other,1,HardWood,
8173,Master Bedroom,0,Laminate,
9518,Guest Bedroom,1,Laminate,
7666,Other,0,Laminate,
6132,Guest Bedroom,0,HardWood,
7884,Other,0,HardWood,
621,Guest Bedroom,1,Laminate,
8987,Other,0,Carpet,
9124,Guest Bedroom,1,Laminate,
8680,Other,1,HardWood,
2682,Other,0,Carpet,
5918,Master Bedroom,1,Laminate,
3754,Other,0,Laminate,
7485,Guest Bedroom,0,Carpet,
6554,Master Bedroom,1,Laminate,
5639,Guest Bedroom,1,HardWood,
7612,Other,0,Other,
74,Master Bedroom,1,Carpet,
3053,Other,0,Carpet,
367,Guest Bedroom,0,Other,
7178,Other,1,Other,
8867,Guest Bedroom,1,HardWood,
3840,Master Bedroom,0,HardWood,
4359,Other,0,Laminate,
1036,Guest Bedroom,1,Carpet,
58,Guest Bedroom,0,Other,
9735,Guest Bedroom,1,Carpet,
11515,Guest Bedroom,1,Carpet,
7330,Master Bedroom,0,Other,
10999,Other,1,Other,
2192,Master Bedroom,0,HardWood,
6193,Master Bedroom,0,Other,
143,Master Bedroom,0,HardWood,
10501,Other,1,HardWood,
7930,Other,1,Carpet,
8864,Master Bedroom,0,Carpet,
62,Master Bedroom,1,Carpet,
1344,Guest Bedroom,1,Other,
3201,Other,0,Laminate,
4600,Master Bedroom,1,Other,
2603,Other,1,HardWood,
2102,Guest Bedroom,1,HardWood,
11501,Other,1,Carpet,
6981,Master Bedroom,0,Carpet,
3287,Other,0,Carpet,
3270,Guest Bedroom,1,Laminate,
7575,Other,0,Carpet,
868,Guest Bedroom,1,HardWood,
7077,Guest Bedroom,1,HardWood,
5221,Master Bedroom,1,HardWood,
738,Master Bedroom,0,HardWood,
5776,Master Bedroom,1,Other,
9219,Guest Bedroom,0,HardWood,
5313,Master Bedroom,0,Laminate,
6627,Other,0,Other,
6859,Master Bedroom,0,Other,
3256,Master Bedroom,0,HardWood,
7652,Other,1,Carpet,
3789,Master Bedroom,0,Carpet,
1675,Guest Bedroom,0,Carpet,
3570,Master Bedroom,1,Laminate,
9429,Guest Bedroom,1,Carpet,
9543,Guest Bedroom,0,Laminate,
9702,Other,1,Other,
6034,Guest Bedroom,0,Laminate,
8193,Other,1,HardWood,
6888,Other,1,Laminate,
2282,Other,1,Carpet,
3032,Other,0,Other,
11051,Master Bedroom,0,HardWood,
6052,Master Bedroom,0,Carpet,
5085,Other,1,HardWood,
2808,Master Bedroom,0,HardWood,
5179,Guest Bedroom,0,HardWood,
6269,Guest Bedroom,0,Other,
8573,Guest Bedroom,1,Other,
5796,Master Bedroom,1,Laminate,
7182,Master Bedroom,0,Other,
2608,Guest Bedroom,0,Carpet,
2829,Guest Bedroom,0,Carpet,
11553,Guest Bedroom,0,HardWood,
366,Guest Bedroom,0,Carpet,
11045,Other,1,Carpet,
8096,Guest Bedroom,1,Carpet,
8261,Guest Bedroom,1,Laminate,
2367,Other,1,Other,
7287,Guest Bedroom,1,Other,
10961,Master Bedroom,0,Carpet,
4552,Guest Bedroom,1,Laminate,
8509,Guest Bedroom,1,HardWood,
4935,Master Bedroom,0,Laminate,
5477,Guest Bedroom,1,Other,
10039,Master Bedroom,0,Other,
4359,Master Bedroom,0,Carpet,
11397,Other,0,HardWood,
3410,Guest Bedroom,1,Laminate,
1369,Other,1,HardWood,
4813,Guest Bedroom,1,Carpet,
10250,Other,0,HardWood,
2913,Other,0,Other,
1973,Guest Bedroom,0,Carpet,
6074,Guest Bedroom,0,Carpet,
5089,Other,1,Laminate,
8527,Guest Bedroom,0,Other,
6981,Other,0,Carpet,
4893,Master Bedroom,1,Laminate,
1610,Other,1,Laminate,
1571,Guest Bedroom,1,HardWood,
8864,Master Bedroom,1,HardWood,
6654,Other,1,Laminate,
9122,Master Bedroom,0,Other,
8844,Other,1,Laminate,
525,Other,1,HardWood,
2454,Other,0,Laminate,
6526,Guest Bedroom,1,Laminate,
990,Master Bedroom,1,Carpet,
6967,Guest Bedroom,0,Laminate,
10657,Master Bedroom,1,HardWood,
5073,Master Bedroom,1,HardWood,
1876,Other,0,Laminate,
10567,Other,1,Other,
4977,Other,0,Carpet,
1247,Guest Bedroom,0,Carpet,
615,Master Bedroom,1,Other,
4107,Guest Bedroom,1,HardWood,
10524,Master Bedroom,0,Carpet,
786,Guest Bedroom,0,Other,
6002,Other,0,Laminate,
1323,Other,1,HardWood,
5759,Other,0,HardWood,
1339,Other,1,Carpet,
5738,Master Bedroom,1,HardWood,
11418,Master Bedroom,0,Carpet,
6754,Master Bedroom,1,Carpet,
3323,Guest Bedroom,0,Carpet,
8492,Master Bedroom,0,HardWood,
8897,Master Bedroom,0,Carpet,
10510,Guest Bedroom,1,HardWood,
8130,Other,1,Other,
8722,Other,0,HardWood,
6568,Master Bedroom,1,Carpet,
10538,Other,0,Carpet,
1906,Other,1,Laminate,
1887,Other,1,HardWood,
4657,Master Bedroom,1,Laminate,
8198,Guest Bedroom,0,Laminate,
1351,Other,1,Laminate,
11375,Master Bedroom,1,Laminate,
3409,Guest Bedroom,0,Carpet,
2928,Master Bedroom,1,Carpet,
537,Other,1,Carpet,
8578,Guest Bedroom,1,Laminate,
1735,Guest Bedroom,1,Laminate,
10161,Other,0,HardWood,
9577,Other,1,Other,
2361,Guest Bedroom,1,HardWood,
7705,Guest Bedroom,0,Laminate,
7451,Other,1,Other,
2275,Master Bedroom,0,Other,
2783,Other,1,Other,
4937,Other,1,Other,
10005,Master Bedroom,0,HardWood,
4562,Guest Bedroom,0,HardWood,
2709,Master Bedroom,0,Other,
3393,Master Bedroom,1,Other,
9777,Master Bedroom,1,Other,
4937,Other,0,HardWood,
6042,Other,1,Other,
396,Guest Bedroom,1,Laminate,
1777,Guest Bedroom,0,Laminate,
4341,Guest Bedroom,0,Other,
9269,Master Bedroom,1,HardWood,
7862,Master Bedroom,0,Carpet,
7957,Other,1,Other,
9215,Master Bedroom,0,Laminate,
6550,Other,0,Other,
3649,Guest Bedroom,0,Laminate,
1110,Master Bedroom,1,HardWood,
3495,Master Bedroom,1,Carpet,
9494,Guest Bedroom,1,HardWood,
8430,Guest Bedroom,1,Other,
6477,Guest Bedroom,0,Laminate,
1666,Master Bedroom,1,Other,
6420,Master Bedroom,1,Other,
420,Master Bedroom,0,HardWood,
9435,Master Bedroom,0,Laminate,
4263,Other,1,HardWood,
9494,Other,0,Laminate,
5584,Guest Bedroom,1,HardWood,
3746,Guest Bedroom,1,Carpet,
10053,Master Bedroom,1,HardWood,
7345,Other,1,Carpet,
7845,Other,1,Carpet,
3234,Guest Bedroom,1,Laminate,
2677,Other,1,Laminate,
1533,Other,1,Carpet,
5754,Other,1,Laminate,
11448,Master Bedroom,1,Laminate,
1394,Guest Bedroom,0,Carpet,
11554,Other,0,Carpet,
6264,Other,0,Laminate,
7315,Master Bedroom,0,Other,
9269,Master Bedroom,0,HardWood,
9741,Guest Bedroom,1,Other,
5928,Master Bedroom,1,Other,
7460,Master Bedroom,0,Laminate,
464,Guest Bedroom,1,Other,
8172,Guest Bedroom,0,Other,
1974,Master Bedroom,1,Laminate,
784,Master Bedroom,0,Laminate,
8101,Master Bedroom,1,Other,
220,Other,0,Laminate,
7121,Guest Bedroom,0,Other,
11041,Other,0,Laminate,
5956,Master Bedroom,0,Laminate,
9670,Master Bedroom,1,Laminate,
4915,Master Bedroom,0,Laminate,
4745,Master Bedroom,0,Other,
6523,Master Bedroom,0,HardWood,
2076,Master Bedroom,1,Carpet,
7010,Master Bedroom,1,Other,
2720,Master Bedroom,0,Carpet,
4145,Other,1,Carpet,
9319,Guest Bedroom,0,Carpet,
10561,Guest Bedroom,1,Laminate,
2400,Guest Bedroom,0,Laminate,
7953,Other,1,Other,
2257,Guest Bedroom,0,HardWood,
6773,Master Bedroom,0,HardWood,
868,Other,1,Other,
10572,Guest Bedroom,0,HardWood,
10304,Guest Bedroom,0,Laminate,
1590,Master Bedroom,1,Carpet,
8293,Other,1,Laminate,
5851,Master Bedroom,0,Other,
8948,Guest Bedroom,0,Laminate,
2089,Other,0,Other,
6803,Master Bedroom,1,HardWood,
2240,Other,0,Laminate,
1417,Master Bedroom,0,Other,
4311,Guest Bedroom,0,Laminate,
2944,Master Bedroom,1,HardWood,
491,Guest Bedroom,1,HardWood,
5530,Other,1,Other,
10728,Guest Bedroom,0,Laminate,
4342,Guest Bedroom,0,Laminate,
7607,Guest Bedroom,0,Other,
10331,Guest Bedroom,1,Laminate,
3012,Guest Bedroom,0,HardWood,
2382,Other,1,Carpet,
7098,Master Bedroom,1,Other,
6460,Master Bedroom,0,Laminate,
4723,Master Bedroom,1,HardWood,
10474,Guest Bedroom,0,Carpet,
11131,Master Bedroom,1,HardWood,
6877,Other,0,Laminate,
11207,Other,0,Other,
8219,Other,0,HardWood,
2381,Guest Bedroom,1,HardWood,
3364,Other,0,HardWood,
475,Other,0,Laminate,
10494,Guest Bedroom,0,Other,
9267,Master Bedroom,0,HardWood,
6419,Master Bedroom,0,Carpet,
11057,Master Bedroom,1,HardWood,
8837,Other,0,Carpet,
5192,Master Bedroom,1,Carpet,
11399,Master Bedroom,1,Laminate,
9302,Master Bedroom,1,HardWood,
8609,Other,1,Laminate,
10423,Guest Bedroom,1,Other,
37,Guest Bedroom,1,Carpet,
5962,Other,0,Carpet,
4667,Master Bedroom,1,Laminate,
2444,Guest Bedroom,0,Laminate,
1996,Other,1,Other,
7591,Other,1,Laminate,
277,Master Bedroom,0,HardWood,
9884,Other,0,Laminate,
10678,Master Bedroom,1,Carpet,
6481,Other,1,Laminate,
732,Guest Bedroom,0,Other,
6658,Other,0,Carpet,
519,Guest Bedroom,1,Other,
7908,Master Bedroom,1,Laminate,
5900,Guest Bedroom,1,Carpet,
8229,Guest Bedroom,0,Other,
7217,Guest Bedroom,0,Laminate,
9926,Guest Bedroom,0,Carpet,
10618,Master Bedroom,1,Laminate,
1637,Master Bedroom,1,Carpet,
2199,Other,1,HardWood,
2935,Guest Bedroom,1,Carpet,
10249,Master Bedroom,1,HardWood,
8562,Other,1,Laminate,
8084,Other,0,Other,
8803,Master Bedroom,1,HardWood,
2039,Other,0,Other,
5170,Other,1,Other,
11346,Other,1,Carpet,
6714,Other,1,Laminate,
2911,Other,1,Laminate,
2438,Other,1,HardWood,
8928,Other,1,Laminate,
8411,Master Bedroom,1,Other,
1069,Other,1,Laminate,
6960,Guest Bedroom,0,Laminate,
1255,Guest Bedroom,0,Laminate,
6959,Guest Bedroom,0,Laminate,
8743,Other,0,Laminate,
1405,Master Bedroom,1,Laminate,
2571,Master Bedroom,1,HardWood,
2237,Master Bedroom,0,HardWood,
6143,Guest Bedroom,1,HardWood,
11550,Master Bedroom,1,Carpet,
903,Master Bedroom,1,Other,
10788,Guest Bedroom,1,Other,
8255,Guest Bedroom,0,HardWood,
52,Other,1,Other,
3403,Other,1,HardWood,
10223,Other,1,HardWood,
11089,Master Bedroom,0,Carpet,
3922,Guest Bedroom,1,Other,
10600,Master Bedroom,0,Laminate,
1072,Other,1,Other,
7601,Guest Bedroom,1,Carpet,
4591,Guest Bedroom,1,Laminate,
3753,Master Bedroom,1,Laminate,
9962,Other,0,Carpet,
9233,Master Bedroom,1,Carpet,
7068,Master Bedroom,1,Other,
6675,Other,0,Laminate,
3173,Guest Bedroom,1,Laminate,
5310,Other,1,HardWood,
10823,Guest Bedroom,1,Other,
624,Other,0,Other,
7239,Other,0,Carpet,
1404,Other,1,HardWood,
9585,Master Bedroom,1,Laminate,
2046,Other,0,Other,
4977,Other,1,Laminate,
9668,Guest Bedroom,0,Carpet,
6094,Guest Bedroom,1,Laminate,
2394,Other,1,Laminate,
3581,Master Bedroom,1,Carpet,
1568,Other,0,Laminate,
256,Other,0,Other,
10921,Master Bedroom,0,HardWood,
7533,Master Bedroom,0,Carpet,
9826,Master Bedroom,0,Laminate,
8795,Master Bedroom,0,HardWood,
9006,Other,1,Laminate,
4286,Master Bedroom,0,HardWood,
5165,Master Bedroom,0,HardWood,
7450,Other,0,HardWood,
630,Master Bedroom,0,Carpet,
5766,Master Bedroom,0,Other,
2758,Guest Bedroom,0,HardWood,
10055,Master Bedroom,0,Laminate,
142,Other,1,Carpet,
5697,Other,0,HardWood,
5138,Other,1,HardWood,
10289,Other,0,HardWood,
1100,Other,1,Carpet,
4329,Guest Bedroom,0,Other,
11468,Guest Bedroom,0,Other,
11321,Other,1,Carpet,
4780,Other,1,Laminate,
9456,Guest Bedroom,1,Laminate,
773,Master Bedroom,1,Carpet,
3104,Master Bedroom,1,HardWood,
8520,Master Bedroom,0,Carpet,
9130,Guest Bedroom,1,Laminate,
6605,Guest Bedroom,1,Carpet,
9678,Guest Bedroom,0,Laminate,
524,Master Bedroom,0,HardWood,
11115,Other,1,HardWood,
10921,Guest Bedroom,0,Laminate,
4718,Other,1,HardWood,
2768,Other,1,HardWood,
9476,Other,0,Carpet,
5873,Other,1,Laminate,
4143,Master Bedroom,0,Carpet,
4872,Master Bedroom,1,Carpet,
4251,Guest Bedroom,0,Other,
7662,Guest Bedroom,0,HardWood,
10849,Guest Bedroom,0,Laminate,
5543,Master Bedroom,0,Other,
1229,Guest Bedroom,1,Other,
10997,Guest Bedroom,0,Carpet,
10152,Master Bedroom,1,HardWood,
4674,Master Bedroom,1,HardWood,
716,Guest Bedroom,1,Other,
3343,Other,0,Carpet,
9993,Guest Bedroom,1,Other,
3305,Master Bedroom,0,HardWood,
4333,Master Bedroom,1,Other,
4475,Master Bedroom,0,Laminate,
10212,Other,1,Carpet,
848,Master Bedroom,1,HardWood,
10072,Guest Bedroom,0,Carpet,
3846,Master Bedroom,1,HardWood,
1209,Other,1,HardWood,
2926,Other,0,HardWood,
2236,Guest Bedroom,1,Other,
6287,Guest Bedroom,0,HardWood,
50,Other,0,Carpet,
9344,Master Bedroom,1,HardWood,
5849,Other,1,Laminate,
2342,Master Bedroom,1,Laminate,
10149,Other,0,Laminate,
621,Other,1,Carpet,
3879,Guest Bedroom,0,Other,
2913,Master Bedroom,0,Carpet,
1155,Guest Bedroom,1,Laminate,
5180,Other,1,Other,
513,Master Bedroom,1,Other,
6084,Other,1,Other,
7309,Other,1,Other,
3807,Guest Bedroom,0,Laminate,
1145,Other,0,Other,
695,Guest Bedroom,1,Other,
4441,Other,0,Laminate,
2109,Guest Bedroom,0,Laminate,
9971,Guest Bedroom,1,Other,
10899,Other,0,Carpet,
10871,Master Bedroom,1,Laminate,
11027,Guest Bedroom,0,Other,
3836,Guest Bedroom,1,Other,
7649,Other,0,Other,
9209,Master Bedroom,1,Other,
7458,Master Bedroom,1,Laminate,
11202,Master Bedroom,1,Laminate,
3577,Guest Bedroom,1,Carpet,
5747,Guest Bedroom,1,Carpet,
7710,Master Bedroom,1,HardWood,
10555,Guest Bedroom,1,Other,
3756,Master Bedroom,0,Laminate,
1686,Master Bedroom,0,Laminate,
10554,Master Bedroom,1,Carpet,
5418,Master Bedroom,1,Laminate,
3778,Guest Bedroom,0,HardWood,
8685,Other,1,Laminate,
3209,Master Bedroom,1,Carpet,
10031,Guest Bedroom,1,HardWood,
9503,Other,0,Carpet,
748,Guest Bedroom,0,Laminate,
10041,Other,0,HardWood,
9526,Other,1,Laminate,
9162,Other,0,Carpet,
4280,Other,0,Carpet,
3738,Other,0,Laminate,
4706,Other,0,Other,
6893,Guest Bedroom,0,Carpet,
6914,Guest Bedroom,0,Laminate,
7447,Master Bedroom,0,Laminate,
4076,Master Bedroom,1,Carpet,
11436,Guest Bedroom,0,Laminate,
6691,Guest Bedroom,1,Carpet,
10394,Other,0,Laminate,
10870,Other,1,Other,
11194,Master Bedroom,0,Other,
4256,Other,0,HardWood,
3328,Master Bedroom,1,Laminate,
9529,Master Bedroom,0,Laminate,
10098,Guest Bedroom,0,HardWood,
498,Guest Bedroom,1,Other,
10347,Guest Bedroom,0,Other,
7312,Master Bedroom,0,Carpet,
2143,Other,1,Carpet,
6549,Master Bedroom,1,Laminate,
8967,Master Bedroom,0,Carpet,
1795,Master Bedroom,0,Other,
9369,Master Bedroom,1,Carpet,
7011,Master Bedroom,0,Carpet,
9989,Guest Bedroom,1,Laminate,
7461,Master Bedroom,1,Laminate,
7804,Guest Bedroom,0,Carpet,
3773,Other,1,Carpet,
3130,Other,1,HardWood,
5096,Other,1,Carpet,
10448,Master Bedroom,1,Carpet,
10414,Other,0,HardWood,
1288,Guest Bedroom,0,HardWood,
1586,Guest Bedroom,0,HardWood,
7706,Other,0,Laminate,
8384,Other,1,Carpet,
2512,Other,0,HardWood,
1483,Other,1,Other,
4326,Other,0,Other,
663,Other,0,Laminate,
7673,Guest Bedroom,0,Carpet,
4708,Other,0,Carpet,
3033,Other,1,HardWood,
9561,Guest Bedroom,0,HardWood,
3154,Other,1,Laminate,
7431,Other,0,HardWood,
7824,Master Bedroom,0,HardWood,
10336,Other,0,HardWood,
2540,Master Bedroom,0,Laminate,
7424,Master Bedroom,0,Other,
2409,Guest Bedroom,0,Carpet,
5295,Guest Bedroom,0,Other,
3547,Guest Bedroom,0,Carpet,
11126,Guest Bedroom,1,HardWood,
3775,Master Bedroom,1,Carpet,
880,Guest Bedroom,0,HardWood,
4033,Guest Bedroom,0,HardWood,
10509,Other,0,HardWood,
7506,Guest Bedroom,1,Other,
3170,Guest Bedroom,1,Laminate,
11506,Master Bedroom,1,Laminate,
8591,Guest Bedroom,1,Carpet,
10232,Other,0,HardWood,
11523,Master Bedroom,0,Carpet,
6328,Other,1,Carpet,
6798,Master Bedroom,0,Carpet,
6416,Master Bedroom,1,Carpet,
3040,Other,1,Other,
9390,Other,1,HardWood,
7964,Other,1,Other,
8419,Other,1,Carpet,
3423,Other,1,Other,
7761,Other,0,Laminate,
2856,Master Bedroom,1,HardWood,
9913,Master Bedroom,0,Carpet,
7743,Guest Bedroom,0,HardWood,
7948,Master Bedroom,0,Laminate,
5860,Guest Bedroom,1,Other,
1090,Master Bedroom,0,Carpet,
11537,Guest Bedroom,1,Other,
3048,Guest Bedroom,0,Laminate,
2205,Master Bedroom,0,HardWood,
9774,Guest Bedroom,1,Carpet,
6323,Guest Bedroom,1,Other,
5253,Master Bedroom,1,HardWood,
10533,Guest Bedroom,1,HardWood,
1688,Guest Bedroom,0,HardWood,
2254,Master Bedroom,0,Carpet,
4102,Other,1,Carpet,
7089,Guest Bedroom,1,Laminate,
450,Guest Bedroom,0,Laminate,
10439,Guest Bedroom,1,Carpet,
6479,Other,1,HardWood,
1151,Master Bedroom,1,Other,
6992,Other,0,HardWood,
11527,Guest Bedroom,1,HardWood,
6618,Master Bedroom,1,Other,
9928,Master Bedroom,1,HardWood,
5500,Other,0,Laminate,
7459,Master Bedroom,1,HardWood,
5829,Master Bedroom,1,Carpet,
565,Other,1,HardWood,
4020,Other,0,HardWood,
4871,Guest Bedroom,0,HardWood,
2580,Guest Bedroom,1,HardWood,
10048,Other,1,Other,
2150,Master Bedroom,1,Other,
10782,Master Bedroom,1,Other,
9301,Other,1,Carpet,
4133,Master Bedroom,0,Carpet,
6583,Other,1,Laminate,
10979,Master Bedroom,1,Laminate,
2746,Other,0,Carpet,
3373,Master Bedroom,1,HardWood,
647,Master Bedroom,0,HardWood,
9272,Guest Bedroom,1,HardWood,
2289,Other,1,Carpet,
3799,Master Bedroom,1,Laminate,
8601,Master Bedroom,0,Laminate,
8679,Master Bedroom,1,Other,
2177,Master Bedroom,1,HardWood,
11546,Guest Bedroom,1,Other,
6455,Guest Bedroom,1,HardWood,
7541,Guest Bedroom,1,HardWood,
5518,Guest Bedroom,1,Carpet,
8190,Guest Bedroom,0,Other,
6364,Guest Bedroom,0,Other,
10040,Master Bedroom,0,Carpet,
1801,Master Bedroom,0,Laminate,
6925,Master Bedroom,1,Carpet,
4593,Guest Bedroom,1,Carpet,
8598,Other,1,Laminate,
4907,Other,1,Laminate,
5474,Other,0,Laminate,
1699,Master Bedroom,1,Laminate,
6441,Master Bedroom,0,Carpet,
9719,Other,1,Other,
3394,Master Bedroom,1,HardWood,
2601,Guest Bedroom,0,HardWood,
794,Guest Bedroom,0,Carpet,
1127,Guest Bedroom,1,Other,
6154,Guest Bedroom,1,Carpet,
2767,Guest Bedroom,1,Laminate,
8176,Other,0,HardWood,
10838,Other,0,Laminate,
5286,Guest Bedroom,0,HardWood,
8273,Master Bedroom,0,Other,
3817,Other,1,HardWood,
3494,Guest Bedroom,0,Other,
7820,Guest Bedroom,0,Carpet,
119,Master Bedroom,0,HardWood,
4577,Other,0,Other,
5523,Master Bedroom,0,Carpet,
1483,Master Bedroom,0,Carpet,
1879,Master Bedroom,1,Carpet,
6450,Guest Bedroom,1,Laminate,
10923,Master Bedroom,0,Other,
9566,Other,0,Laminate,
9105,Other,1,Laminate,
4138,Other,1,Other,
7054,Master Bedroom,0,Other,
5016,Guest Bedroom,0,Carpet,
7275,Other,1,HardWood,
2900,Master Bedroom,0,Carpet,
4361,Other,1,Carpet,
245,Master Bedroom,1,Other,
3072,Other,0,HardWood,
9557,Guest Bedroom,1,HardWood,
6810,Guest Bedroom,0,HardWood,
1974,Guest Bedroom,1,Laminate,
3546,Master Bedroom,0,Carpet,
3828,Master Bedroom,1,Carpet,
6964,Other,1,Other,
3388,Master Bedroom,0,Other,
3913,Other,0,Carpet,
7143,Guest Bedroom,1,Laminate,
7177,Master Bedroom,1,Other,
1360,Master Bedroom,1,Laminate,
10539,Master Bedroom,1,Carpet,
2986,Guest Bedroom,1,Carpet,
8453,Master Bedroom,1,Other,
3500,Master Bedroom,0,Other,
7025,Guest Bedroom,1,Carpet,
8908,Master Bedroom,1,HardWood,
113,Other,0,Laminate,
11318,Master Bedroom,1,HardWood,
257,Guest Bedroom,1,Laminate,
7071,Other,1,Carpet,
662,Guest Bedroom,1,Carpet,
5903,Guest Bedroom,0,Carpet,
728,Other,0,Carpet,
3821,Master Bedroom,0,HardWood,
8621,Other,0,Carpet,
7595,Other,0,Carpet,
42,Other,1,Other,
